Rating,Review
10,"I have become quite fond of Laurence Olivier in the past few weeks, and was thrilled when I discovered this gem. I have always found it wonderful when I run across a film where I do not have to have my finger on the remote control in case nudity rears its ugly head.  The Divorce of Lady X is charming till the final scene, and must have been a true delight for viewers back in 1938. I only wish people today could accept and love true humor instead of the horrid trash talk people now call funny.  The Divorce of Lady X is well worth anyone's time."
9,"I think Charlotte Gainsbourg is one of the best performers in the world. I can't understand why some people say she's not. Boring....??? Maybe the one who said she's boring is because he/she is boring. She's a great actress and the movie was excellent. It has lots of wonderful ideas and very good performers. The direction was great. I imaging myself in the French environment with all the sophistication and perfume, flowers, churches, problems, etc. When she goes to the sister's shop is simply amazing. Everything's great. We have a very good actress, wonderful, for long time. Alain Chabat and Bernadette Lafont are perfect. I like him more than in his next movie LA SCIENCE DES RÊVES. And Eric Lartigau did a very good work.  Ana"
3,"Slaughter High the tale of revenge by a nerdy guy who fell victim to one of the coolest and coldest jokes in cinema history. Unfortunately after the promising opening the flick went straight to hell. A very tedious and redundant mess with mediocre slashings and a final half hour that sucked on a whole new level of suckiness. The guy who played the nerd actually killed himself shortly after the flick was released. If you wanna rent the flick stop it after the prank and remember, choose life."
10,"Chase has created a true phenomenon with The Sopranos. Unfaltering performances, rock-solid writing, and some great music make up what has become quite possibly the best show ever.  All of the cast are strong, but Falco and Gandolfini earned every inch of those Emmy's. Anyone who doubts this need only sample a few episodes; particularly from the first few seasons. James Gandolfini is absolutely fierce, absolutely terrifying, and you still find yourself loving him - mesmerized by him.  Many people that I've spoken to about The Sopranos (who haven't seen it yet) will say ""I'm just not a fan of mafia movies/shows"". Whatever. Run - don't walk - and get it. Those same people usually love ""E.R."", but I bet they don't much care for hospitals... It's not about the context."
2,"This movie was boring!   Yes, there are a few funny moments and jokes, but you cannot base a whole movie on that!   The characters are too stereotyped, there is no real story - but short episodes with freaky side-characters, who are not freaky enough to make the plot genuine.  Shame, because most of the actors are acknowledged in Hungary, a mystery why they took the roles.   This is *not* a new hope for the Hungarian film. It was boring, though it was meant to be genuine or unique. They could have tried much more harder than this... 2 out of 10"
1,"This movie lacked... everything: story, acting, surprise, ingenuity and a soul. Fifteen minutes in, I was staring at the screen saying, ""How could all of these guys get together and consider themselves friends (even without the girl)?"" Another fifteen minutes in, I was praying for as much Amanda Peet as possible. When a bad movie quietly rears it's ugly head, eye candy is a nice consolation. But there wasn't much of that! Cheated on all fronts!"
8,I read some previous comments stating that this movie loses steam towards the end of the movie and also that it has a similar ending to Cape Fear. I completely disagree. I'm going to give a simple review for the normal moviegoers out there. I thought the casting was perfect. I thought this was one of Ed Harris's best performances. What an evil psychopath!!! I have a lot of respect for his acting after viewing his performance in this movie. I was riveted throughout this movie. If you like mystery thrillers then this definitely a movie you want to see. I also noticed a young Scarlett Johannson in this movie. This movie is filled with top stars and I highly recommend it!
8,"This was obviously the prototype for Mick Dundee but 'The Adventures of Barry McKenzie is funnier. I was amused throughout and laughed out loud plenty of times. Terrific central performance by Barry Crocker in the title role, an Australian who invades England to upset the poms with his free-flowing uncouth ways. Few Brits will be upset by Barry's frequently cruel observations on his hosts. The relationsip between the two countries is prickly but friendly and this is highlighted by the film's final line, delivered by a somewhat reluctant McKenzie as he boards the plane home. ""I was just starting to like the poms."""
7,"This was on at 2 or so In the morning one Saturday a few years ago, for various reasons I don't remember the entire story but what remains are the two standout performances from the central characters. Dom has had a unfortunate lot, manipulated & literally working a rubbish job, Eugene torn between personal aspirations and duty towards his sibling. Tom Hulce' Dom doesn't plead for sympathy - It comes naturally. Ray Liotta Is a universe away from Henry Hill, displaying a soft centre In what must feel a thankless position.  In many ways this deals with the dilemma many young carer's face - the past or the future. As It turns out, with some work the two can happily co-exist. Thoughtfully handled & sensitively played Dominick & Eugene Is difficult not to warm to."
9,"I just can't understand the negative comments about this film. Yes it is a typical boy-meets-girl romance but it is done with such flair and polish that the time just flies by. Henstridge (talk about winning the gene-pool lottery!) is as magnetic and alluring as ever (who says the golden age of cinema is dead?) and Vartan holds his own.  There is simmering chemistry between the two leads; the film is most alive when they share a scene - lots! It is done so well that you find yourself willing them to get together...  Ignore the negative comments - if you are feeling a bit blue, watch this flick, you will feel so much better. If you are already happy, then you will be euphoric.  (PS: I am 33, Male, from the UK and a hopeless romantic still searching for his Princess...)"
4,"A lot of horror fans seem to love Scarecrows, so I won't be very popular in saying that I found it to be rather boring. The idea behind it was interesting, but it seems to drag so much. I think the main problem is that it is all set in darkness. Sometimes horror films set in darkness can work (such as Humongous), but Scarecrows is in darkness for the whole film. A lot of the time it's hard to figure out what's actually happening, and although some shots of the scarecrows were creepy, most were hard to even see. If a little more lighting had been used, perhaps it could've been better.  There's not many films involving killer scarecrows to my knowledge, apart from Dark Night Of The Scarecrow, which is much better. I would recommend that over Scarecrows any day."
4,"This Charles outing is decent but this is a pretty low-key performance. Marlon Brando stands out. There's a subplot with Mira Sorvino and Donald Sutherland that forgets to develop and it hurts the film a little. I'm still trying to figure out why Charlie want to change his name. Every movie with ""Charles"" has been pretty bad."
9,"The father of the Who's alcoholic drummer, Keith Moon, was named Arthur. I found so many similarities between Dudley Moore and Keith Moon in this movie. Liza Minelli, who usually OVERACTS, did quite a good job in this one, and was able to turn cheek on Dudley Moore in every turn. Yes, I agree, Sir John stole absolutely every scene. It was a very ""different"" movie, enabling the viewer to have a glimpse into another life. We often try to catch a rerun of this movie on satellite. God rest Dudley Moore; this was such an enjoyable movie. Much satire and thumbs down to the rich and snobby/affluent. The close friendship between Moore and Sir John is rather endearing."
2,"Beautiful attracts excellent idea, but ruined with a bad selection of the actors. The main character is a loser and his woman friend and his friend upset viewers. Apart from the first episode all the other become more boring and boring. First, it considers it illogical behavior. No one normal would not behave the way the main character behaves. It all represents a typical Halmark way to endear viewers to the reduced amount of intelligence. Does such a scenario, or the casting director and destroy this question is on Halmark producers. Cat is the main character is wonderful. The main character behaves according to his friend selfish."
1,"I don't know where to start; the acting, the special effects and the writing are all about as bad as you can possibly imagine. I can't believe that the production staff reached a point where they said, ""Our job is done, time for it's release"". I'm just glad the first two in the series never made it as far as the UK. I would actually recommend watching this film just so you can appreciate how well made most films are.  I don't know how any of the other IMDb users could find it scary when the ""terrifying"" dinosaurs waddle down corridors with rubber arms flailing around."
4,"Yet another forgettable Warners foreign intrigue ""thriller,"" this is rendered even less enjoyable by the irritating presence of Lauren Bacall, who, without Humphrey Bogart's tender attentions to humanize her, comes off as her usual shrill, shallow self. Even master gigolo Charles Boyer cannot feign romantic interest in her."
7,"I have no idea how to describe this movie, and also would love to provide others the same opportunity I had - seeing it with no prior knowledge of what to expect. I enjoyed it immensely but can also say I barely understood what was going on, if in fact there was anything to understand in the first place. Fans of David Lynch (tangentially) or especially Guy Maddin films should particularly enjoy this, and any fans of the comic book EIGHTBALL will probably be beside themselves with joy and wonder (it came as close as any film I've seen to the tone and mood Dan Clowes creates so effectively).  One slight note just to warn anyone easily offended - this movie, if rated, would be NC-17 for sure. Fans of male full-frontal nudity, however...hmm, well...yes. This is weird wild stuff."
10,"As others have mentioned, all the women that go nude in this film are mostly absolutely gorgeous. The plot very ably shows the hypocrisy of the female libido. When men are around they want to be pursued, but when no ""men"" are around, they become the pursuers of a 14 year old boy. And the boy becomes a man really fast (we should all be so lucky at this age!). He then gets up the courage to pursue his true love."
1,"The beginning of this movie was good. It started to get really dumb after he told the people he wanted to kill himself. I think if I came from a little town like that I would be offended after seeing this movie. They made a lot of these people look dumb and crazy. How could these people have so little to do that they follow him around all day. A lot of times these people were telling him ways to kill himself like they were urging him to do it. How can so many people have little respect for other people? I also think they could have made a much better ending for this movie. There were some good parts to this movie also. Some people might like it, but I wouldn't recommend this to anyone."
1,"One night I was waiting for my friends to come back to the apt and ""Gymkata"" happened to be on; I watched way too much of it. It is indeed hilarious, and horrifying, really. Think about it this way--if in your job you had an idea for something this bad and went on to execute it in as terrible a fashion as this, how long exactly would you last? Not as long as this movie. It's a must-see, obviously."
2,"Hearing such praise about this play, I decided to watch it when I stumbled across it on cable. I don't see how this ""elivates"" women and their ""struggles"" by focusing on the topic at hand. I guess if you have an interest in stories about women's private parts and how it affects their lives, then this is for you. Otherwise, it's rather dull and boring. If anything, I found it a bit degrading.  I inquired with a female friend who also watched this and she thought it was horrible as well. So, it's not just a guy ""not getting it""."
2,"I understand this movie was made on a very low budget but that is no excuse for the monstrosity that is Grendel. Deathstalker, The Throne of Fire, Barbarian Queen, Conquest, the Invincible Barbarian were all done on shoestring budgets and poor special effects yet they still managed to create cult classics by adding some scantily clad women warriors and a good sense of humor. The primitive costumes, dark castles and beautiful Bulgarian landscape gave Grendel the potential to be a very good low budget sword and sorcery film, but the makers completely ruined this opportunity by using extremely poor CGI effects and colorless characters. Compare this film to Beowulf (1999). It may not be Citizen Kane but it is a good example of how an entertaining low budget sci-fi/ adventure movie can be made by using credible special effects and appealing characters."
4,"""How She Moves"" springs to life only when its high-energy, talented cast members are kicking up their heels and strutting their stuff for the camera. Otherwise, this stale strive-suffer-and-succeed story is low on energy, low on originality, and low on anything that might make the movie stand out from the dozens of other, likeminded films that have come before it.  Rutina Wesley has modest appeal as the academically gifted inner-city youngster who finds that the best way to raise her private school tuition money is by entering step-dance competitions, but both she and her fellow actors are poorly served by uninspired screen writing and undistinguished direction. As noted earlier, the movie achieves some spark when the performers are up on stage dancing, but such moments are far too few and sadly fleeting."
8,"I would have given this otherwise terrific series a full 10 vote if Claudia Black had not continued on in it! Her inclusion as the silly 'Vela' has brought the series down in my estimation. To bring her in as a regular at the same time as including Ben Browder to replace RDA was a mistake.  Unfortunately we were just reeling from the loss of 'Jack' and really didn't need this great series turned into new episodes of 'Farscape'.  I was a great fan of the film ""Stargate"" and when the series was first announced I had reservations that it could live up to the film, but after watching the first episode I have to admit I was hooked. I have always looked forward to new episodes with great anticipation"
1,"If I had known this movie was filmed in the exasperating and quease-inducing Dogme 95 style, I would never have rented it. Nevertheless, I took a dramamine for the seasickness and gave it a shot. I lasted a very, very, very long forty minutes before giving up. It's just boring, pretentious twaddle.  The last French movie I saw was ""Romance"" and it too was pretty dismal, but at least the camera was steady and not breathing down the necks of the characters all the time. I am baffled at the continuing popularity of Dogme 95 overseas -- it'll catch on in America about the same time as the next big outbreak of leprosy. (It's called Dogme 95 because that's the average number of times the actors are poked in the eye by the camera.)  "
10,"Really, I liked it. The premise was good, the story fit where both respective series left off, and here's my favorite part. Mary and Valerie aren't bitter! They aren't like others who become synonymous with a certain series and then refuse to talk about it, or do possible reunions (A prime example is Susan Dey, ""The Partridge Family""). In fact, Valerie was saying that she'd be thrilled to do another movie, and then Mary said the same thing later, so I would be on the look for another...but if that doesn't quite work out, then they can re-run this one."
2,"Oh my. I decided to go out to the cinemas with some friends, wanting to watch one of those mild, feel-good Christmas movies, and I walk out disgusted. The movie failed. Full-stop. Paul Giamatti who I consider as a good actor played his character and roll just horribly, along with Vince Vaughn who has always been a personal favourite of mine. They try and turn a Christmas movie, into some new-style. Sort of bad, mixed with good, but it all turned out very wrong. The first ten or so minutes weren't too bad, but once we saw Santa, it was over. It didn't get any better, the rate stayed the same, there was NO character development, and certainly is one of the worst Christmas movies ever invented. Don't watch it, whatever you do."
7,"It appears even the director doesn't like this film,but for me I think he's being a bit harsh on himself.  Sure it's not perfect, but there are some atmospheric shots,and the story is good enough to keep you interested throughout.  It's shot in what appears to be quite a pretty village which adds to the atmosphere as well.  If you like horror films shot in England, give it a go.  I have just seen a trailer for this directors latest film 'The Devil's Chair' which looks quite amazing.  There aren't enough English horror films for me, so any that come along deserve our attention, and this one isn't as bad as you may think"
9,"The thing I remember most about this film is that it used to air on local KTLA TV (Ch. 5) during every Christmas season during the mid to late 70s, mainly due to the fact that the true story took place on or near Christmas Eve. It was always a bit disturbing to see the hell that this girl goes through, being the lone survivor of a plane crash in the Peruvian jungle. The graphic scene of this young girl pulling leeches out of her infected leg made quite an impression on this young viewer. Not quite the kind of Christmas cheer I was used to seeing at the time. Definitely not a Rankin-Bass production."
7,"I recently saw I.Q. and even though I'm not a romantic comedy type of gal, I think that it was just a nice and sweet movie to watch. So many movies in my opinion lack honesty. You know that feeling when you're watching a movie and you just feel robbed because it's taking something from the story and it was like the director just threw it together like it was trash? The story between the scientists is a sweet and funny one. How they stuck together and they tried to help Tim Robbins character become smart. I liked the love story between Tim and Meg because it was simple and brought up a good point when it comes to love, ""nothing is what it seems"". I would recommend this for a Sunday morning.  7/10"
1,The Lack of content in this movie amazed me the most. First i though that people was going to compare this to Rock On! but i'm really surprised myself to say that this was worst than Rock On! So-so story Horrible cast Ajay Devgan Jamming with Salman Khan and Asin you gotta be kidding me. The music was Okay Khanabadosh was the track of the movie the rest was bad! Vipul Shah hasn't still learn from Singh is King's critically bashed comedy. Now Asin.. where do she come from sorry for Asin's fan out there but she suck*d big time in this movie seriously bad acting she didn't look good at all overdose of make-up! My final verdict go watch Aladin with your family instead wasting your time here.
10,"First of all i'd like to say that this movie is the greatest thing that ever happened to mankind. It is the best out of all the excellent Muppet movies, and every other movie out there! so BOO-YA for jim Henson!  This Movie is the first of all the Muppet movies and the best. (boo ya) It's about a Frog (kermit) who tries to make to hollywood. along with the awesome friends he meets on the way comes a couple of the greatest songs ever made that are bound to become classics, including ""the rainbow connection""  in conclusion i would like to say that watching this movie was the greatest thing EVER!. If you havn't already seen it, then get off your computer and get you tushy to your nearest video store!!! (if they don't have the muppet movie, i'd sue them BIG TIME )"
1,"Terrible writing, highly contrived, from a ""do-gooder"" who knows absolutely nothing about race relations in L.A., or the USA in the present day. The gushing positive reviews are a mystery to me - but could only be provided by folks who think that someone's ""good"" intentions should be applauded regardless of how shallow, simpleminded and just totally unrealistic the results are. If you want to see a film which deals realistically with modern day L.A. race issues - the movie you need to see (and probably already saw) is Pulp Fiction. There's more honesty and realism regarding race in any two minutes of that film than there are in the full 4 hours (oh I'm sorry, it just felt like 4 hours) of this stinker.   If anyone ever needs proof that the path to hell is paved with good intentions - then this is the movie for you."
4,"I didn't expect too much from this movie, but I was still disappointed. It's supposed to be a comedy, but there are only four or five scenes where I actually laughed, and I think that's rather poor. There is no real plot either, I always had the feeling that most of the scenes could have been put anywhere in the movie because there's no connection between them. But the worst thing was the ""acting"" of Kim Franke. He has ONE facial expression during the whole movie, as if he was supposed to play some retarded guy, but I believe that's not the case. All in all I rate it four out of ten, I've seen worse movies than this, but I wouldn't spend money on this one again."
2,"Corey Haim is never going to be known as one of the great actors of his time, but at least in movies like ""Licensed To Drive"", he was more in his element... lowbrow humor.  Dean Koontz's book ""Watchers"" was one of his earlier works, and still probably his finest to date. Sadly, this magnificent tale of a brilliant dog, a deranged mutant and a genetic experiment gone wrong is butchered horribly. The acting is so lifeless, you might think you're watching a zombie movie. Only the dog gives a respectable performance, and if you want to see a decent movie about a dog, you'd be better of watching ""The Incredible Journey"", ""Cujo"" or even ""C.H.O.M.P.S.""...okay, maybe not ""C.H.O.M.P.S.""  If you've read the book, avoid this movie at all costs. If you haven't read the book, read it and avoid this movie. You'll thank me later.  A somewhat better translation of a Dean Koontz book is the capable thriller, ""Phantoms""."
3,"Being a great fan of Disney, i was really disappointed when i watched this garbage.The animation was pretty,and the backgrounds were amazing,but i believe that good animation does not make up for a weak script,and weak story. I'm gonna have to disagree with the people who say it is not suitable for children.Yes there are some deaths in the movie but isn't death something that children should at least be exposed to? But i digress. The script is riddled with bad puns and lame jokes...the kind i could expect from most dreamworks movies. The music was soppy,the morals forced(and forced without any charm whatsoever.)and the characters would burst into song at totally inappropriate times.The characters were also cold,and i really couldn't muster up any form of emotion towards them(bar irritation). I am a great fan of jungle book,Aladdin,and emperors new groove, but this Disney movie was a total and utter waste of time.....do not watch it!!!"
1,"Barbara Payton is the suppose-to-be sultry sexy young hot Chickie wife of the geezer plantation owner somewhere in a jungley back lot set at a cheap studio in Hollywood. Raymond Burr wears his working shirt with the top button undone as the hunky chunky plantation foreman who Mrs Payton is desiring to blow the joint with. There is another girl, some sort of peasant slave thing that Burr used to fool around with but he's given her the old heave ho so the obligatory squatty old voo-doo hag is conjuring up a good spell to cast on him and the Payton tramp. I watched this only part way through because its really awful, so didn't even get to see the star of the show---which I guess is a gorilla that the voo-doo hag turned someone into or whatever.....who cares. I give this one half star out of a possible ten. It's not even campy, just really bad."
8,"Three distinct and distant individuals' lives intersect with the brutal killing of one by another. The one-hour film only reveals the event that brings the three individuals together only after half the film is over. I have seen other segments of the ""Dekalog"" but this one struck me as the most sparse one in dialogue and yet most fascinating in structure.  The film opens with a law student practicing a mock plea of defense for a man charged with murder. Obviously the same arguments must have been repeated by the man as a full-fledged lawyer but this is never shown on screen (at least in the short 1-hr version of Dekalog 5). We are made to imagine that this must have been the case. A cab driver who is a misanthrope, has two facets to his character: the good side feeds a mangy dog, cleans his cab meticulously, picks up dirty rags thrown by people who lack civic sense, and remembers his wife while dying; the bad side frightens small poodles, refuses to give a ride to a drunk--probably worried that he will puke in the cab--and ogles at pretty girls. The repulsive protagonist who murders without mercy, drops stones from bridges on fast moving traffic, and pushes strangers into urinals without any provocation, is also a person who can make innocent young girls laugh. Kieslowski's film and the script thus present the good and the bad side of two of the three main characters.  Yet the film is not about capital punishment but more a treatise on killing. The Fifth Commandment ""Thou shalt not kill"" is explored theologically--(""Even God spared Cain...'), sociologically the tenderness of brutes to children and poor forlorn dogs, and psychologically (after effects of drunken night with a male friend that led to the accidental death of his sister, whose photograph he carries with him). What makes ordinary persons turn into killers--this is never fully explained but suggestions are legion.  In Kieslowski's world there is a pattern where events and people are interlinked in a cosmic sense (note the resemblance of clown to the killer, as it hangs from the mirror in the cab). Kieslowski and the young idealist lawyer seem to ask us to look at the Commandment literally and figuratively--why do we kill? Are the people legally killed truly bad? Is there a force beyond society (the drunken night that led to life of a girl) that makes us into abhorrent murderers?  It would be missing the forest for the trees to discuss the two detailed killings in the film--both without mercy. The film invites the viewer to contemplate why we are asked by God not to kill.  I understand a longer full-length version of the film was made by Kieslowski. But even this short 1-hr version is superb with its bleak and sparse script, intelligent editing, interesting cinematography and top-notch direction that provides much more than the sum of its parts.  This segment anticipates the more wholesome Dekalogs 6,7 and 8."
10,"I never dreamed when I started watching this DVD that I would be totally mesmerized by it within minutes. The story was completely absorbing and entertaining. The acting was superb. The biggest surprise of all was how I would be so completely enchanted by the love these two young women radiated across the screen. Their initial physical encounter for me was by far the most tender, romantic, delightful, vicariously enthralling love scenes I have ever witnessed on film. I literally stopped breathing. I could not believe the chemistry between the two actresses. With no nudity or graphic sex, they conveyed more passion and titillation than any American production could ever hope to evince. Bravo to the author, the screenwriter, the director and the cast."
8,"Forget Jimmy Stewart reliving his life and opt for this smart comedy of errors instead. I suppose only institutionalized sexism explains why this flick and Stanwyck's other great Christmas story, ""Meet John Doe"" aren't revered with the same level of love as...well, you know it's name.  Stanwyck plays a food writer for a McCall's-type rag who has been lying for years to her pompous publisher about the folksy setting for her recipes. She's an ace b.s. artist until the day Morgan's sailor is pulled from the ocean after 18 days afloat & 6 weeks recuperation in a Navy hospital. Released the last year of WWII, the film is dusted with subtle patriotic gestures and holiday nostalgia but never sinks to sentimentality. Stanwyck is sexy and sassy as always and meets her match in the hunky Morgan with whom it's love at first sight. Unfortunately, she has to play married to Gardiner's prissy architect who actually has been seeking her hand for years at his farm in CT, just to fool her boss.  S.Z. Sakall adds a great deal of Hungarian malaprop & double-entendre humor in support as Babs' true source of culinary talent & Una O'Connor is hilarious as Gardiner's obnoxious Irish housekeeper."
8,"Have you ever wondered what its like to feel FREE? I am sure that each one of us know the meaning of freedom and never seriously think of using it to our advantage. HARI OM shows the audience what freedom actually means. In this film freedom is described in the form of style represented by Isa's discovery of India. Isa discovers her inner true love when she is in a Rickshaw journey with Mr. HARI OM. She looks at life differently and portrays freedom that every woman restricts in herself when she is in a relationship.  This film is definitely ""worth a watch"", and I saw this the first time in Dubai International Film Festival (DIFF), and I left the cinema hall with complete satisfaction.  ""Watch it""!"
10,"Glenn Close is back as Sarah Plain and Tall, a woman who keeps a family together through the good and bad times. The acting is superb -- Christopher Walken (unusually non-spooky) as her husband once again delivers a top-notch performance. It's good to see young Christopher Bell all grown up; too bad we don't get to see much of Anna (Lexi Randall, also a few years older), but the new addition to the Witting family (played by Emily Osment) was very welcome. And finally, Jack Palance, as the long lost Witting patriarch, is as fine as ever."
7,"Directed by the younger brother of great director Leo McCarey this is a pretty good short from the Three Stooges, nominated for an Academy Award. Here the stooges are doctors named doctor Howard, doctor Fine and doctor Howard. They are not the brightest doctors but they get the benefit of the doubt as long as they handle for duty and humanity.  I liked this short. It is not one of their best but some moments are hilarious though. One joke that is repeated more than once works every time. The part where they must operate the hospital's boss is terrific. To say more would spoil some of the jokes, so you must see it for yourself. Just another fine short from the Three Stooges."
4,"What could have been some majorly creepy stuff ends up being an incomprehensible, nutty motion picture that even the filmmakers themselves probably didn't understand. Had they shown more of the Satanic ritual or whatever, it might have been creepier, but as it stands now, this is a waste of time and brain cells. Is anybody else getting sick of the whole ""little kid drawing creepy pictures with crayon"" thing? Could there possibly be a bigger horror cliché? Probably not. I know, I know, it's from some different country, and it's far too refined and sophisticated for me to understand, so I shouldn't expect the ""plot"" to be spoon-fed to me, blah, blah, blah. Whatever. I still say the movie blows."
4,"If you've ever listened to any of the James Lee Burke books on tape or CD and the reader was Will Patton you may agree with me that Will is the personification of Dave R.  Tommy Lee Jones is a native Texan (or so I've heard) and no one portrays a Texan better IMHO, but he's not a Cajun. His delivery is all wrong. I lived in the state for several years and I can still hear the strange patois that a Louisiana accent contains. TLJ doesn't have anything like that.  I thought Marry Steenbergen was a good choice for Bootsy, but I missed seeing Cletus (who will be cast in this role? The Rock? Mickey Rourke? whoever, he'll have to be big).  Overall, I thought the movie was only a 4 - the plot flopped around like a fish out of water and didn't have the normal interesting, yet non-linear continuity that the book typically has.  Hopefully, Hollywood will try another JLB book, ""Last Car to Elysican Fields"" would be a good choice. We'd get to see some of the best villains from JLB ever."
9,"THE CELL (2000) Rating: 8/10  The Cell, like Antz, must be watched twice to be appreciated. The first time I saw this film I thought it was mediocre, but the film had such a lasting impression on me after viewing, I decided I had to rent it again. I did, and I found the film to be much more likeable. The Cell is not for everyone, but it divides its stories up with quality and is a visually intelligent film that dreams up images and plot ideas that could not be matched. The film's script can be clunky at times, as can the acting, but the visuals are ingenious and bring the engaging story to an exotic and intriguing life. The Oscar nominated makeup is also daring and careful, while the beautiful costumes and utterly brilliant set decoration went unnoticed. Tarsem Singh who has also directed music videos, goes totally crazy with his direction and it results well. He has major talent and this film has a lot of potential if you give it a chance. Overall, The Cell is a powerful, disturbing and avoids being too tacky which makes it a great, pleasurable watch."
9,"This movie is about a very delicate argument and if you are searching for something that makes you think here you are right. Tim Robbins has made a wonderful job and the result is a kind of docu-drama that should be shown in schools (for the strong themes treated). What about the actors? Well, they are simply great; Susan Sarandon is truly 'the face of love' and Sean Penn is unbelievable as almost always. An absolutely must-see!"
7,"The Captain and Tennille have released a very good 3 DVD package with minimal editing. Unlike most variety show releases these shows have not been hacked to bits. The musical and dance numbers are included with the skits just as they were when first broadcast. I suspect that some musical numbers on the DVD may have been edited into shows in which they did not originally appear but have been unable to verify that suspicion. I've noticed a few inconsistencies between what is on the DVD and program information I've found on the net. I've been unable to verify whether the net information is inaccurate or if the musical performances have been edited into the shows on the DVD. Whatever the truth may be, I'm very appreciative of the efforts made by the production company. I wish every variety show released would show the same respect for the format. I would guess about half the shows broadcast are included. I believe they ran into rights problems on the shows which weren't included. Hopefully those issues can be resolved and a Volume 2 can be released sometime in the future. There are some individual music videos along with a dance rehearsal among the extras. I recommend this DVD to any C&T fan."
3,"As I write this, Norman Wisdom is a very confused old man who spends most of his waking hours cackling and yelping old catch-phrases at his increasingly suicidal nurse.  Indeed, by the time you read this he will probably have joined the hereafter and the obituaries will record a near 80 year career of hysterical mirth-making from the lovable funster with the crooked chequered cap. What most of these obituaries won't recall is how Norman Wisdom had already committed a form of suicide back in the late 1960s with this staggeringly poor, yet strangely compelling endpaper to his movie career.  The signs are ominous from the off  ""Tony Tenser Presents"" go the titles. You scratch your head  ""Where have I seen that name before..?"" Well, on the titles of a lot of the cheapest, crappiest British films of the 1970s so just take your pick.  Then it says  ""A Menahem Golan Production"". Oh dear.  From what I could make out what follows is a combination of Confessions from a Holiday Camp and Last Tango in Paris. Sponsored by the Southport Tourist Board.  Norman Wisdom is very versatile at being Norman Wisdom (or a variation of such) here. Even in trash like this, he's never off form and somehow keeps you watching through parted fingers as he paws and dribbles all over a (clearly insane) Sally Geeson. Tony Tenser and Menahem Golan were, between them, responsible for some true cinematic horrors but the bedroom scene in filmic atrocity reborn. Sally plays the role of a lobotomised sex toy very well, by the way.  I wonder if any of the crazy young cats who populate this movie's party scenes maybe thought to themselves in a quiet moment ""Ummold Norman+sex+hippies. Get me outta this mess!!"" I guess it was a payday for them.  A do feel sorry for The Pretty Things though. They probably thought ""Yeah! This'll do for us what Blow Up did for the Yardbirds""   And so old Norman's leading man career ended. Freezing his little balls off in Southport.  I went there once. It was a depressing place."
8,"Well made documentary focusing on two Sudanese refugees who get resettled in the United States. It's your basic fish out of water story with a non-fiction twist. I found it fascinating to see how Peter and Santino lived prior to coming to America and how they adapted once they arrived here (in Houston, Texas.) They expected a sort of heaven but found out that it's a lot harder than it looks to cope well in the states. They go from hopeful idealists to somewhat more realistic skeptics. Everywhere they go they meet bureaucrats with paper trails that most citizens may take for granted. They fret that they are blacker than the African-Americans here and don't feel accepted because of that. One of the ""Lost Boys"" manages to leave Houston to go to Olathe, Kansas, where he finds conditions slightly better but still less than ideal. There are people that try to help them as well as try to hurt them in this film. Not shown, but talked about, are those who put a gun to their heads and robbed them, leading one Lost Boy to comment negatively that ""all black people in America are no good."" I found it interesting, too, that they arrived in Houston in August 2001, a month before the World Trade Center was attacked by terrorists. I had hoped to see their reaction to this tragedy but it's not mentioned at all. Still, all in all, a really well done documentary with no narration. None is needed really. The ""Lost Boys"" do a fine job expounding on the events going on around them without any help at all, thank you very much."
4,"An odd, willfully skewed biopic of Dyan Thomas in which we hear little more than a dozen lines of his poetry. Instead we have to endure a raw character exposée seen through the prism of his proto-bigamous relationship with wife (Sienna Miller) and childhood love (Keira Knightley). Matthew Rhys plays Thomas with sufficient charm to inoculate us against his otherwise repellent self-interest and Cillian Murphy makes up the persistently tense lovetet.  The film never seems to decide on where it's going. There's no arc so much as a viaduct from one end of the war to the other. Maybury seems much more interested in his two female leads (who wouldn't!?) than in the man who brings them together and then divides them. Miller is the choice of the two (I found Knightley competent at best but then I have never found her sympathetic) but they both offer dreadfully inconsistent Welsh accents. Other funny decisions include too much for the inconsequential character of William (Murphy), arty production (eg double crossfades) that is neither impressionist nor symbolic and the old chestnut act of period footage which doesn't blend. 4/10"
3,"If it is true that the movie only cost 150K to make, it explains a lot. But, it doesn't explain why it has no real plot. Midway through the movie I honestly didn't care if they made it out or not. I just wanted to finish the movie and go to bed. The ending was really dumb and made me wish I would have just shut the movie off and gone to bed early. Pretty good acting considering there wasn't much to go with. If you enjoy really bad movies with horrible lighting (even for a cave)and bad camera work (even for a cave)... then you'll really like this movie. By the way, if the boy's plane crashed in 1980 when he was about 10 years old or so, how could he have forgotten how to speak, and built up so much anger?? Wouldn't he have wanted to get help from the first people he had seen even if it was 14 years later?"
